sex,race,region,urban,gifted,ice_cream,earningsat25
male,Not Black/Hispanic,3,0,0,Chocolate,0
female,Not Black/Hispanic,3,0,0,Strawberry,20000
female,Not Black/Hispanic,3,0,0,Chocolate,10000
female,Not Black/Hispanic,3,0,0,Chocolate,0
male,Not Black/Hispanic,3,0,0,Chocolate,0
male,Not Black/Hispanic,3,0,0,Vanilla,51000
male,Not Black/Hispanic,3,0,0,Chocolate,30000
female,Not Black/Hispanic,3,0,0,Chocolate,8000
female,Not Black/Hispanic,3,0,0,Strawberry,33000
female,Not Black/Hispanic,3,0,0,Chocolate,0
male,Not Black/Hispanic,3,0,0,Chocolate,14394
female,Not Black/Hispanic,3,0,0,Chocolate,16000
male,Not Black/Hispanic,3,0,0,Chocolate,32000
female,Not Black/Hispanic,3,2,0,Chocolate,12000
female,Not Black/Hispanic,3,1,0,Chocolate,24000
female,Not Black/Hispanic,3,1,0,Strawberry,13000
male,Not Black/Hispanic,3,1,0,Chocolate,0
male,Not Black/Hispanic,3,1,0,Chocolate,27000
female,Not Black/Hispanic,3,1,0,Butter Pecan,30000
male,Hispanic,3,1,0,Butter Pecan,30000
male,Black,3,1,0,Vanilla,0
female,Black,3,1,0,Butter Pecan,6500
female,Black,3,1,0,None,0
male,Black,3,1,0,Strawberry,20000
female,Black,3,1,0,Vanilla,8000
male,Black,3,1,0,Strawberry,0
female,Black,3,1,0,Strawberry,0
female,Black,3,1,0,Vanilla,0
female,Black,3,1,0,Vanilla,0
female,Black,3,1,0,Butter Pecan,0
female,Black,3,1,0,Butter Pecan,0
male,Black,3,1,0,Strawberry,16000
female,Hispanic,3,1,0,Chocolate,0
male,Hispanic,3,1,0,Strawberry,0
female,Hispanic,3,1,0,Strawberry,26000
female,Hispanic,3,1,0,Strawberry,13000
female,Hispanic,3,1,1,Butter Pecan,0
female,Black,3,1,1,Vanilla,0
male,Not Black/Hispanic,3,2,0,Butter Pecan,24000
female,Not Black/Hispanic,3,1,0,Vanilla,0
male,Not Black/Hispanic,3,1,0,Vanilla,12000
female,Not Black/Hispanic,3,1,1,Chocolate,0
female,Black,3,2,0,Strawberry,0
female,Not Black/Hispanic,3,1,0,Vanilla,0
male,Black,3,2,0,Chocolate,0
female,Not Black/Hispanic,3,1,1,Chocolate,25000
male,Not Black/Hispanic,3,1,1,Vanilla,15000
female,Not Black/Hispanic,3,1,0,Chocolate,0
male,Not Black/Hispanic,3,1,0,Vanilla,0
male,Not Black/Hispanic,3,1,0,Chocolate,0
female,Not Black/Hispanic,3,1,0,Chocolate,0
male,Not Black/Hispanic,3,1,0,Vanilla,18000
male,Not Black/Hispanic,3,1,0,Chocolate,23000
male,Black,3,1,0,Butter Pecan,15000
female,Not Black/Hispanic,3,0,0,Chocolate,0
male,Not Black/Hispanic,3,0,0,Chocolate,0
female,Not Black/Hispanic,3,2,0,Chocolate,0
female,Not Black/Hispanic,3,0,0,Vanilla,12000
male,Black,3,0,0,Strawberry,30000
male,Black,3,0,0,Strawberry,80471
male,Black,3,0,0,Strawberry,0
male,Black,3,0,0,Strawberry,0
male,Black,3,0,0,Vanilla,11000
male,Not Black/Hispanic,3,0,1,Chocolate,0
male,Not Black/Hispanic,3,0,0,Strawberry,0
female,Not Black/Hispanic,3,1,0,Vanilla,0
female,Not Black/Hispanic,3,1,0,Strawberry,20000
female,Not Black/Hispanic,3,1,0,Chocolate,0
female,Not Black/Hispanic,3,1,0,Strawberry,12000
male,Not Black/Hispanic,3,1,0,Chocolate,27000
female,Not Black/Hispanic,3,1,0,Strawberry,0
male,Not Black/Hispanic,3,1,0,Chocolate,20000
female,Not Black/Hispanic,3,0,0,None,0
female,Not Black/Hispanic,3,0,0,None,17000
female,Not Black/Hispanic,3,0,0,Chocolate,0
female,Black,3,0,0,None,42000
male,Black,3,0,0,Vanilla,35000
female,Not Black/Hispanic,3,0,0,Chocolate,0
female,Not Black/Hispanic,3,0,0,Vanilla,70000
female,Not Black/Hispanic,3,0,0,Vanilla,20000
female,Not Black/Hispanic,3,1,0,Chocolate,30000
female,Not Black/Hispanic,3,1,0,Strawberry,26000
male,Not Black/Hispanic,3,1,0,Vanilla,30000
male,Not Black/Hispanic,3,1,0,Strawberry,30000
female,Not Black/Hispanic,3,1,0,Vanilla,22000
female,Not Black/Hispanic,3,1,0,Vanilla,15000
female,Not Black/Hispanic,3,1,0,Strawberry,15000
female,Not Black/Hispanic,3,0,0,Vanilla,15000
male,Not Black/Hispanic,3,0,0,Chocolate,0
male,Not Black/Hispanic,3,0,0,Chocolate,25000
male,Not Black/Hispanic,3,0,0,Strawberry,45000
female,Not Black/Hispanic,3,0,1,Chocolate,0
female,Not Black/Hispanic,3,0,0,Strawberry,0
male,Not Black/Hispanic,3,0,0,Strawberry,35000
female,Not Black/Hispanic,3,0,0,Strawberry,26000
male,Not Black/Hispanic,3,0,0,Chocolate,16000
male,Not Black/Hispanic,3,0,0,None,38000
male,Not Black/Hispanic,3,1,0,Strawberry,15000
male,Not Black/Hispanic,3,1,0,Strawberry,0
male,Not Black/Hispanic,3,1,0,Chocolate,30000
male,Not Black/Hispanic,3,1,0,Chocolate,0
female,Hispanic,3,1,0,Vanilla,0
female,Not Black/Hispanic,3,0,1,Chocolate,32481
male,Not Black/Hispanic,3,0,0,Chocolate,16000
male,Not Black/Hispanic,3,1,0,Chocolate,50000
male,Not Black/Hispanic,3,0,0,Butter Pecan,0
male,Hispanic,3,0,0,Chocolate,32000
male,Not Black/Hispanic,3,0,0,Strawberry,15000
male,Hispanic,3,0,0,Chocolate,30000
male,Not Black/Hispanic,3,0,0,Chocolate,0
male,Not Black/Hispanic,3,0,0,Chocolate,58000
male,Not Black/Hispanic,3,0,0,Strawberry,22000
female,Not Black/Hispanic,3,0,0,Chocolate,7000
male,Not Black/Hispanic,3,0,0,Vanilla,70000
female,Not Black/Hispanic,3,0,0,Strawberry,30000
male,Not Black/Hispanic,3,0,0,Vanilla,36000
male,Not Black/Hispanic,3,0,0,Chocolate,0
female,Not Black/Hispanic,3,0,0,Strawberry,0
male,Not Black/Hispanic,3,0,0,Vanilla,21000
female,Not Black/Hispanic,3,0,0,Chocolate,19000
female,Not Black/Hispanic,3,1,1,Chocolate,20000
female,Not Black/Hispanic,3,1,0,Vanilla,0
male,Not Black/Hispanic,3,1,0,Chocolate,30000
female,Not Black/Hispanic,3,1,0,Chocolate,20000
female,Not Black/Hispanic,3,1,0,Strawberry,16000
female,Black,3,1,0,Butter Pecan,30000
male,Not Black/Hispanic,3,1,0,Vanilla,0
female,Not Black/Hispanic,3,1,1,Strawberry,0
female,Not Black/Hispanic,3,1,0,Strawberry,8000
female,Not Black/Hispanic,3,1,0,Chocolate,0
male,Not Black/Hispanic,3,1,0,Chocolate,41000
male,Not Black/Hispanic,3,1,0,Strawberry,12000
male,Not Black/Hispanic,3,1,0,Vanilla,43000
female,Not Black/Hispanic,3,1,0,Strawberry,0
male,Not Black/Hispanic,3,1,0,Vanilla,0
female,Not Black/Hispanic,3,1,1,Strawberry,10000
female,Not Black/Hispanic,3,1,0,Chocolate,0
female,Not Black/Hispanic,3,1,0,Chocolate,0
male,Not Black/Hispanic,3,1,0,Butter Pecan,20000
male,Not Black/Hispanic,3,1,0,Butter Pecan,40000
female,Black,3,1,0,Strawberry,31000
female,Not Black/Hispanic,3,1,0,None,28000
male,Not Black/Hispanic,3,1,0,Chocolate,26000
female,Not Black/Hispanic,3,2,0,Strawberry,5000
male,Not Black/Hispanic,3,1,0,Strawberry,0
male,Not Black/Hispanic,3,1,0,Chocolate,0
male,Not Black/Hispanic,3,1,0,Strawberry,40000
female,Black,3,1,0,Butter Pecan,0
female,Black,3,1,0,Strawberry,10390
male,Not Black/Hispanic,3,1,0,Butter Pecan,30000
female,Not Black/Hispanic,3,1,0,Chocolate,17000
male,Not Black/Hispanic,3,1,0,Vanilla,27000
male,Not Black/Hispanic,3,1,0,Chocolate,0
female,Not Black/Hispanic,3,1,0,Strawberry,22000
female,Not Black/Hispanic,3,1,1,None,7000
male,Hispanic,3,1,0,Butter Pecan,19000
female,Hispanic,3,1,0,Strawberry,15000
male,Not Black/Hispanic,3,1,0,Chocolate,0
male,Not Black/Hispanic,3,1,0,Chocolate,31000
female,Hispanic,3,1,0,Strawberry,40000
male,Not Black/Hispanic,3,1,0,Strawberry,19000
female,Not Black/Hispanic,3,1,0,Chocolate,2175
female,Not Black/Hispanic,3,1,0,Chocolate,0
female,Not Black/Hispanic,3,1,1,None,21000
male,Black,3,1,0,Chocolate,0
male,Not Black/Hispanic,3,1,0,Vanilla,54000
male,Not Black/Hispanic,3,1,1,Vanilla,9000
male,Not Black/Hispanic,3,1,0,Chocolate,0
female,Not Black/Hispanic,3,1,0,Strawberry,30000
male,Black,3,1,0,Vanilla,0
female,Black,3,1,0,Vanilla,0
male,Not Black/Hispanic,3,0,0,Vanilla,0
female,Not Black/Hispanic,3,0,1,Strawberry,22000
male,Not Black/Hispanic,3,0,0,Chocolate,30000
male,Not Black/Hispanic,3,0,1,Vanilla,34000
female,Not Black/Hispanic,3,0,0,Vanilla,0
female,Not Black/Hispanic,3,0,1,Strawberry,0
female,Not Black/Hispanic,3,0,0,Chocolate,16000
male,Not Black/Hispanic,3,0,0,Vanilla,16000
female,Not Black/Hispanic,3,0,0,None,25000
male,Not Black/Hispanic,3,0,0,Vanilla,30000
male,Hispanic,3,1,0,Strawberry,0
female,Not Black/Hispanic,3,1,0,Butter Pecan,42000
female,Black,3,1,1,Chocolate,0
female,Black,3,1,0,Chocolate,0
male,Hispanic,3,1,0,None,22000
male,Not Black/Hispanic,3,1,0,Vanilla,5000
male,Not Black/Hispanic,3,1,0,Chocolate,30000
male,Not Black/Hispanic,3,1,0,Strawberry,51000
female,Not Black/Hispanic,3,1,1,Vanilla,0
female,Black,3,1,0,Chocolate,18000
female,Black,3,1,0,Butter Pecan,13000
female,Black,3,1,0,Vanilla,21000
female,Black,3,1,0,Vanilla,0
female,Not Black/Hispanic,3,1,0,Chocolate,0
female,Not Black/Hispanic,3,1,0,Vanilla,28080
male,Not Black/Hispanic,3,2,0,Vanilla,0
male,Not Black/Hispanic,3,2,0,None,60000
male,Not Black/Hispanic,3,1,0,Chocolate,40000
female,Not Black/Hispanic,3,1,0,Strawberry,28000
female,Not Black/Hispanic,3,1,1,Vanilla,20000
male,Not Black/Hispanic,3,1,1,Chocolate,52000
male,Not Black/Hispanic,3,1,1,Strawberry,0
female,Not Black/Hispanic,3,1,0,Strawberry,0
female,Hispanic,3,1,0,Strawberry,33000
female,Not Black/Hispanic,3,1,0,None,12000
female,Not Black/Hispanic,3,1,0,Chocolate,0
male,Not Black/Hispanic,3,1,0,Chocolate,0
male,Not Black/Hispanic,3,1,0,Butter Pecan,0
male,Not Black/Hispanic,3,1,0,Chocolate,27000
male,Not Black/Hispanic,3,1,1,Chocolate,31500
male,Not Black/Hispanic,3,1,0,Strawberry,0
female,Not Black/Hispanic,3,1,1,Chocolate,0
male,Not Black/Hispanic,3,1,1,Vanilla,35000
male,Not Black/Hispanic,3,1,1,Strawberry,0
female,Not Black/Hispanic,3,1,1,Chocolate,0
female,Hispanic,3,1,0,Vanilla,23000
female,Not Black/Hispanic,3,1,0,Butter Pecan,16000
female,Not Black/Hispanic,3,1,0,Butter Pecan,0
female,Not Black/Hispanic,3,2,1,Vanilla,33000
male,Not Black/Hispanic,3,1,0,Butter Pecan,17000
male,Not Black/Hispanic,3,1,0,Strawberry,43000
male,Not Black/Hispanic,3,1,0,Butter Pecan,0
female,Not Black/Hispanic,3,1,0,Butter Pecan,0
male,Hispanic,3,1,0,Strawberry,0
female,Hispanic,3,1,1,Chocolate,12000
male,Hispanic,3,1,0,Strawberry,0
male,Hispanic,3,1,0,Strawberry,15000
female,Hispanic,3,1,0,Vanilla,0
male,Not Black/Hispanic,3,1,1,Chocolate,10000
male,Not Black/Hispanic,3,2,0,Chocolate,27000
female,Not Black/Hispanic,3,0,0,Vanilla,0
male,Not Black/Hispanic,3,0,0,Vanilla,40000
female,Not Black/Hispanic,3,0,0,None,66000
male,Not Black/Hispanic,3,0,1,None,24000
male,Not Black/Hispanic,3,0,0,Chocolate,0
female,Not Black/Hispanic,3,0,0,Chocolate,0
female,Not Black/Hispanic,3,0,1,Chocolate,0
female,Not Black/Hispanic,3,0,1,Chocolate,27000
female,Not Black/Hispanic,3,0,0,Vanilla,0
male,Not Black/Hispanic,3,0,0,Vanilla,0
female,Not Black/Hispanic,3,1,0,None,22000
female,Not Black/Hispanic,3,0,0,Chocolate,0
male,Not Black/Hispanic,3,0,0,Strawberry,10000
female,Not Black/Hispanic,3,0,0,Vanilla,20000
male,Not Black/Hispanic,3,0,0,Chocolate,70000
female,Not Black/Hispanic,3,0,0,Chocolate,38000
female,Hispanic,3,0,1,Vanilla,0
female,Hispanic,3,0,1,None,20000
female,Not Black/Hispanic,3,0,0,Strawberry,25000
male,Not Black/Hispanic,3,0,0,Chocolate,0
male,Not Black/Hispanic,3,0,0,Strawberry,38000
female,Not Black/Hispanic,3,0,0,Strawberry,0
male,Not Black/Hispanic,3,1,0,Vanilla,0
male,Not Black/Hispanic,3,1,0,Chocolate,40000
male,Not Black/Hispanic,3,1,0,Chocolate,39000
male,Not Black/Hispanic,3,1,0,Chocolate,0
male,Not Black/Hispanic,3,1,0,Chocolate,20000
female,Not Black/Hispanic,3,1,1,Vanilla,0
male,Not Black/Hispanic,3,1,1,Strawberry,43000
female,Not Black/Hispanic,3,1,0,None,14000
male,Not Black/Hispanic,3,1,1,Vanilla,29000
male,Not Black/Hispanic,3,1,0,Vanilla,30000
male,Not Black/Hispanic,3,1,0,Vanilla,0
female,Not Black/Hispanic,3,1,0,Chocolate,16000
female,Not Black/Hispanic,3,1,0,Chocolate,0
male,Not Black/Hispanic,3,1,0,Vanilla,36000
male,Not Black/Hispanic,3,1,0,Chocolate,0
female,Hispanic,3,1,0,Vanilla,0
male,Black,3,1,1,Vanilla,27000
female,Black,3,1,0,Vanilla,0
female,Black,3,1,0,Chocolate,0
male,Black,3,1,0,Vanilla,0
male,Hispanic,3,1,0,Vanilla,0
male,Hispanic,3,1,0,Chocolate,0
female,Black,3,1,0,Vanilla,12000
female,Black,3,1,0,None,0
male,Black,3,1,0,Chocolate,0
female,Black,3,1,0,Chocolate,0
female,Black,3,1,0,Chocolate,2100
male,Black,3,1,0,Vanilla,0
male,Not Black/Hispanic,3,1,0,Chocolate,0
male,Not Black/Hispanic,3,1,0,Chocolate,0
female,Hispanic,3,1,0,Chocolate,0
female,Hispanic,3,1,1,Chocolate,26000
male,Hispanic,3,1,0,Butter Pecan,30000
female,Black,3,1,0,None,0
female,Not Black/Hispanic,3,0,0,Chocolate,34000
male,Not Black/Hispanic,3,0,0,Chocolate,0
male,Not Black/Hispanic,3,0,0,Vanilla,0
male,Not Black/Hispanic,3,2,0,Chocolate,0
male,Not Black/Hispanic,3,0,0,Vanilla,0
female,Not Black/Hispanic,3,0,0,Chocolate,112215
male,Hispanic,3,1,0,Butter Pecan,16000
male,Hispanic,3,1,0,Chocolate,18000
female,Hispanic,3,1,0,Chocolate,45000
female,Hispanic,3,1,0,Strawberry,0
male,Hispanic,3,1,0,Vanilla,0
female,Hispanic,3,1,0,Butter Pecan,2000
male,Not Black/Hispanic,3,1,1,Chocolate,45000
male,Not Black/Hispanic,3,1,0,Chocolate,12000
female,Not Black/Hispanic,3,1,0,Strawberry,23000
female,Not Black/Hispanic,3,1,0,Butter Pecan,0
male,Not Black/Hispanic,3,1,0,Vanilla,60000
female,Not Black/Hispanic,3,1,0,Strawberry,48000
male,Not Black/Hispanic,3,1,0,Vanilla,34000
male,Not Black/Hispanic,3,1,0,Vanilla,28000
female,Not Black/Hispanic,3,1,0,Chocolate,0
female,Not Black/Hispanic,3,0,0,Strawberry,34000
male,Not Black/Hispanic,3,0,0,Strawberry,24000
male,Black,3,1,0,Vanilla,3000
female,Black,3,1,1,None,4000
male,Hispanic,3,1,0,Strawberry,26000
female,Hispanic,3,1,0,Butter Pecan,0
female,Black,3,1,1,Vanilla,42000
male,Not Black/Hispanic,3,1,0,None,24000
female,Not Black/Hispanic,3,1,0,Chocolate,10000
female,Not Black/Hispanic,3,1,0,Strawberry,20000
male,Not Black/Hispanic,3,1,0,Chocolate,29000
female,Not Black/Hispanic,3,1,0,Chocolate,6000
female,Not Black/Hispanic,3,1,0,Vanilla,58000
female,Black,3,1,0,Chocolate,0
male,Black,3,1,0,None,17000
male,Black,3,1,1,Butter Pecan,9000
female,Black,3,1,1,Strawberry,19000
female,Black,3,1,0,Vanilla,0
male,Black,3,1,0,Vanilla,1200
female,Black,3,1,0,Butter Pecan,12000
male,Black,3,2,0,Chocolate,0
female,Not Black/Hispanic,3,1,0,Vanilla,0
male,Black,3,2,0,Vanilla,0
female,Black,3,2,0,Chocolate,0
male,Black,3,2,0,Chocolate,0
male,Not Black/Hispanic,3,1,0,Strawberry,0
female,Not Black/Hispanic,3,1,0,Vanilla,33600
female,Black,3,1,0,Vanilla,0
female,Black,3,1,0,Chocolate,24056
male,Black,3,1,0,Vanilla,5000
female,Black,3,1,0,Chocolate,0
male,Hispanic,3,1,1,Chocolate,42000
male,Hispanic,3,1,0,Vanilla,25000
female,Black,3,1,0,Chocolate,37000
female,Black,3,1,0,Butter Pecan,0
male,Not Black/Hispanic,3,1,0,Strawberry,0
male,Not Black/Hispanic,3,1,0,Chocolate,48000
male,Black,3,1,0,Vanilla,0
female,Black,3,1,0,Strawberry,0
male,Black,3,1,0,Strawberry,0
female,Not Black/Hispanic,3,0,0,Vanilla,0
female,Not Black/Hispanic,3,0,0,Chocolate,14453
female,Not Black/Hispanic,3,0,0,Chocolate,0
male,Not Black/Hispanic,3,0,0,Chocolate,0
male,Not Black/Hispanic,3,0,0,Butter Pecan,30000
female,Not Black/Hispanic,3,0,0,Chocolate,0
female,Not Black/Hispanic,3,0,0,Chocolate,30000
female,Not Black/Hispanic,3,0,0,Strawberry,19000
male,Not Black/Hispanic,3,0,1,Chocolate,22000
female,Not Black/Hispanic,3,0,0,Chocolate,0
male,Not Black/Hispanic,3,0,1,Vanilla,0
male,Not Black/Hispanic,3,1,0,Strawberry,65000
female,Not Black/Hispanic,3,1,0,Strawberry,0
male,Hispanic,3,1,0,Vanilla,26000
female,Hispanic,3,1,0,Strawberry,0
male,Hispanic,3,1,0,Vanilla,4000
female,Hispanic,3,1,1,Chocolate,0
male,Not Black/Hispanic,3,1,0,Chocolate,10000
male,Hispanic,3,1,1,Vanilla,18000
male,Not Black/Hispanic,3,1,0,Chocolate,0
male,Not Black/Hispanic,3,1,0,Chocolate,12000
male,Not Black/Hispanic,3,1,0,Chocolate,27000
male,Hispanic,3,1,0,Chocolate,0
female,Hispanic,3,1,0,Butter Pecan,200
female,Not Black/Hispanic,3,1,0,Chocolate,9600
female,Not Black/Hispanic,3,1,0,Strawberry,0
male,Not Black/Hispanic,3,1,0,Chocolate,31000
male,Not Black/Hispanic,3,1,0,Chocolate,27600
female,Not Black/Hispanic,3,1,0,Vanilla,0
male,Not Black/Hispanic,3,1,0,Chocolate,45000
male,Not Black/Hispanic,3,1,0,Vanilla,0
male,Mixed,3,1,1,None,15000
male,Mixed,3,1,0,None,10000
female,Not Black/Hispanic,3,1,1,Strawberry,70000
female,Not Black/Hispanic,3,1,0,Chocolate,36000
female,Hispanic,3,1,0,Strawberry,14000
male,Hispanic,3,1,0,Vanilla,0
male,Hispanic,3,1,0,Chocolate,0
male,Not Black/Hispanic,3,1,0,Chocolate,5000
female,Not Black/Hispanic,3,1,0,Chocolate,0
male,Not Black/Hispanic,3,1,0,Vanilla,18000
male,Hispanic,3,1,0,Vanilla,52000
female,Not Black/Hispanic,3,1,1,Butter Pecan,22000
male,Not Black/Hispanic,3,1,0,Strawberry,19000
male,Hispanic,3,1,0,None,0
female,Not Black/Hispanic,3,1,1,Chocolate,7000
male,Not Black/Hispanic,3,1,0,Vanilla,0
male,Not Black/Hispanic,3,1,0,Strawberry,78000
male,Not Black/Hispanic,3,1,1,Butter Pecan,52000
female,Not Black/Hispanic,3,1,1,Strawberry,28000
female,Not Black/Hispanic,3,1,1,Chocolate,0
male,Not Black/Hispanic,3,1,0,None,0
male,Not Black/Hispanic,3,1,0,Butter Pecan,0
female,Hispanic,3,1,1,Strawberry,0
male,Hispanic,3,1,0,Chocolate,0
female,Hispanic,3,1,0,Chocolate,0
female,Not Black/Hispanic,3,1,1,None,30000
male,Not Black/Hispanic,3,1,1,Chocolate,48000
female,Not Black/Hispanic,3,1,0,Strawberry,0
male,Hispanic,3,1,0,Vanilla,37000
female,Hispanic,3,1,0,Vanilla,0
female,Hispanic,3,1,0,Strawberry,0
male,Hispanic,3,1,0,Chocolate,0
male,Hispanic,3,1,0,Chocolate,0
male,Hispanic,3,1,0,Strawberry,20000
male,Hispanic,3,1,0,Chocolate,40000
female,Hispanic,3,1,1,Butter Pecan,20000
female,Hispanic,3,1,0,Vanilla,0
female,Hispanic,3,1,0,Strawberry,9000
male,Hispanic,3,1,0,Chocolate,0
female,Hispanic,3,1,0,Chocolate,0
female,Hispanic,3,1,0,None,0
male,Black,3,1,0,Vanilla,0
male,Hispanic,3,1,0,Chocolate,0
male,Hispanic,3,1,0,None,0
male,Hispanic,3,1,0,Strawberry,0
female,Hispanic,3,1,1,Chocolate,0
female,Hispanic,3,1,1,Strawberry,0
male,Hispanic,3,2,0,Chocolate,25000
female,Not Black/Hispanic,3,2,1,Strawberry,0
male,Not Black/Hispanic,3,2,1,Chocolate,24000
male,Hispanic,3,2,0,Chocolate,21000
female,Hispanic,3,2,0,Butter Pecan,0
male,Hispanic,3,2,0,Chocolate,2500
male,Hispanic,3,2,0,Butter Pecan,0
female,Hispanic,3,2,0,None,0
male,Hispanic,3,2,0,Chocolate,38400
female,Hispanic,3,2,0,Strawberry,18000
female,Not Black/Hispanic,3,2,0,Vanilla,0
male,Not Black/Hispanic,3,2,0,Chocolate,24000
female,Not Black/Hispanic,3,2,0,Vanilla,0
male,Not Black/Hispanic,3,2,0,Chocolate,0
female,Not Black/Hispanic,3,2,1,Chocolate,42000
male,Not Black/Hispanic,3,2,0,Chocolate,15000
male,Hispanic,3,2,0,Chocolate,0
female,Hispanic,3,2,0,Chocolate,0
male,Not Black/Hispanic,3,2,0,Strawberry,0
female,Not Black/Hispanic,3,2,0,None,10000
female,Not Black/Hispanic,3,2,0,Vanilla,0
male,Not Black/Hispanic,3,2,0,Strawberry,68000
female,Not Black/Hispanic,3,2,0,Chocolate,16000
male,Not Black/Hispanic,4,1,0,Butter Pecan,15000
female,Hispanic,4,1,0,None,0
female,Hispanic,4,1,0,Strawberry,0
male,Hispanic,4,1,0,Chocolate,0
female,Hispanic,4,1,0,Chocolate,34000
male,Hispanic,4,1,0,Chocolate,14000
female,Not Black/Hispanic,4,1,0,Butter Pecan,0
male,Not Black/Hispanic,4,1,0,Vanilla,30000
female,Mixed,4,1,0,Chocolate,26000
female,Mixed,4,1,0,Strawberry,0
male,Not Black/Hispanic,4,1,0,Chocolate,10000
male,Hispanic,4,1,0,Vanilla,0
female,Hispanic,4,1,0,Strawberry,8000
male,Not Black/Hispanic,4,1,0,Strawberry,0
male,Not Black/Hispanic,4,1,0,Vanilla,16000
male,Not Black/Hispanic,4,1,1,Chocolate,15000
female,Not Black/Hispanic,4,1,1,Vanilla,56800
female,Hispanic,4,1,0,Vanilla,32000
female,Not Black/Hispanic,4,1,1,Vanilla,30000
female,Hispanic,4,1,0,Chocolate,0
female,Not Black/Hispanic,4,1,0,Vanilla,9000
female,Not Black/Hispanic,4,1,0,Vanilla,3000
female,Hispanic,4,1,0,Chocolate,0
female,Hispanic,4,1,0,None,33000
female,Hispanic,4,1,0,None,0
male,Hispanic,4,1,0,Vanilla,15000
female,Hispanic,4,1,1,Strawberry,0
female,Hispanic,4,1,0,Vanilla,25000
female,Not Black/Hispanic,4,1,0,Strawberry,0
male,Hispanic,4,1,0,Strawberry,11000
male,Hispanic,4,1,0,Chocolate,20000
female,Hispanic,4,1,0,Chocolate,0
male,Not Black/Hispanic,4,1,0,Vanilla,0
female,Not Black/Hispanic,4,1,1,Chocolate,0
male,Not Black/Hispanic,4,1,0,Vanilla,0
female,Hispanic,4,1,0,None,0
male,Hispanic,4,1,0,Strawberry,0
male,Hispanic,4,1,0,Strawberry,14000
male,Not Black/Hispanic,4,1,0,Strawberry,17000
female,Hispanic,4,1,0,Butter Pecan,10560
male,Hispanic,4,1,0,Strawberry,8000
male,Hispanic,4,1,0,Strawberry,0
female,Hispanic,4,1,0,Chocolate,17500
female,Hispanic,4,1,0,Strawberry,0
female,Hispanic,4,1,0,Strawberry,0
female,Hispanic,4,1,0,Strawberry,0
female,Hispanic,4,1,0,Vanilla,8000
male,Hispanic,4,1,0,Vanilla,1900
male,Hispanic,4,1,0,Chocolate,32000
female,Hispanic,4,1,0,Vanilla,0
female,Hispanic,4,1,0,Butter Pecan,17000
female,Hispanic,4,1,1,Strawberry,25000
male,Hispanic,4,1,0,Vanilla,0
male,Hispanic,4,1,0,Strawberry,0
male,Hispanic,4,1,0,Chocolate,12000
female,Not Black/Hispanic,4,1,0,Chocolate,0
male,Not Black/Hispanic,4,1,0,Vanilla,0
female,Not Black/Hispanic,4,1,0,None,30000
male,Not Black/Hispanic,4,1,1,Strawberry,55000
female,Hispanic,4,1,0,Vanilla,0
female,Not Black/Hispanic,4,1,0,Chocolate,0
female,Not Black/Hispanic,4,1,0,Strawberry,80471
male,Not Black/Hispanic,4,1,0,Vanilla,16000
female,Not Black/Hispanic,4,1,0,Vanilla,0
male,Not Black/Hispanic,4,1,0,Vanilla,0
female,Not Black/Hispanic,4,1,1,Butter Pecan,21000
male,Hispanic,4,2,0,Chocolate,0
male,Hispanic,4,2,0,Chocolate,32000
female,Not Black/Hispanic,4,1,0,Butter Pecan,16000
female,Not Black/Hispanic,4,1,0,None,20000
female,Not Black/Hispanic,4,1,0,Chocolate,24000
male,Not Black/Hispanic,4,1,1,Butter Pecan,0
male,Black,4,1,0,Chocolate,0
female,Black,4,1,0,None,49000
male,Black,4,1,0,Strawberry,22000
male,Black,4,1,0,Vanilla,0
male,Black,4,1,0,Strawberry,15000
female,Black,4,1,0,Chocolate,10000
female,Black,4,1,0,Vanilla,6500
female,Not Black/Hispanic,4,1,0,None,0
female,Not Black/Hispanic,4,1,0,Vanilla,0
female,Not Black/Hispanic,4,1,0,Chocolate,17000
male,Hispanic,4,1,0,Vanilla,45000
female,Not Black/Hispanic,4,1,0,Chocolate,10500
female,Black,4,1,0,Butter Pecan,25000
female,Not Black/Hispanic,4,1,0,Chocolate,40000
male,Black,4,1,0,Strawberry,0
male,Black,4,1,0,Strawberry,28000
female,Not Black/Hispanic,4,1,0,Chocolate,15000
male,Not Black/Hispanic,4,1,0,Chocolate,27000
male,Not Black/Hispanic,4,1,0,Chocolate,32000
female,Not Black/Hispanic,4,1,0,Strawberry,34000
female,Not Black/Hispanic,4,1,0,None,15000
male,Not Black/Hispanic,4,1,0,Chocolate,0
male,Not Black/Hispanic,4,1,0,Vanilla,80471
male,Not Black/Hispanic,4,1,0,Butter Pecan,25000
female,Not Black/Hispanic,4,1,0,Chocolate,25000
male,Not Black/Hispanic,4,1,0,Strawberry,20000
female,Hispanic,4,0,0,Chocolate,0
male,Not Black/Hispanic,4,0,1,Chocolate,25000
male,Not Black/Hispanic,4,0,0,Strawberry,50000
female,Not Black/Hispanic,4,0,1,Chocolate,36000
male,Not Black/Hispanic,4,0,0,Chocolate,37000
male,Hispanic,4,1,0,None,0
male,Not Black/Hispanic,4,1,1,None,9000
male,Not Black/Hispanic,4,1,0,Chocolate,80471
male,Hispanic,4,1,0,Vanilla,10000
